,0
1366,129945.24704167407
1367,235507.5728959778
1368,175152.36832148692
1369,224613.53026627286
1370,183592.25070480848
1371,260655.50297233585
1372,325263.14915132255
1373,235817.5022252198
1374,230422.6483519189
1375,193992.92826937442
1376,159735.19202316215
1377,147718.21081805706
1378,166704.77425294585
1379,214430.15897441082
1380,202222.19652056173
1381,224839.72478771996
1382,154476.5438304757
1383,177175.58820825047
1384,118309.48222426805
1385,212498.22766020053
1386,215182.00530226005
1387,208127.9136254708
1388,199435.05364807532
1389,270813.92195050203
1390,202111.93204977215
1391,226458.65177915298
1392,223610.06261461618
1393,135532.72672707742
1394,205229.70525422148
1395,199574.8320822931
1396,190908.89788224874
1397,210682.91379310202
1398,68048.88832459648
1399,177079.90443649972
1400,119356.30184404203
1401,169913.6571464708
1402,175489.68302444316
1403,271091.03401309875
1404,141584.62269477802
1405,130415.49668102784
1406,87266.46971851101
1407,112737.34903850884
1408,106194.27704855154
1409,109160.37843901105
1410,86424.66061819156
1411,34176.9989843106
1412,71162.69660433973
1413,162502.77453452657
1414,106981.0272306031
1415,152441.3317971641
1416,166260.8555939842
1417,150290.08201368002
1418,141183.5872280096
1419,122625.32703178492
1420,142557.2001979323
1421,207581.22730163496
1422,219357.477650319
1423,193549.20488234836
1424,183641.30285395464
1425,254063.1035320675
1426,127243.57085880067
1427,148994.7284663486
1428,54483.844855330564
1429,80413.00275590664
1430,158594.01489552797
1431,15787.47468234977
1432,67360.54615547316
1433,36766.232477506885
1434,354758.07073631155
1435,297426.50134261075
1436,228507.5230843852
1437,124402.03016356603
1438,207214.66003089084
1439,161858.89474954223
1440,267350.378698556
1441,167000.5494046255
1442,313435.55199795414
1443,351258.3022887006
1444,46729.69731181915
1445,171796.3082015321
1446,101717.84274002854
1447,108114.34062991667
1448,128131.97921975487
1449,97159.28083234336
1450,68239.14555146455
1451,151443.2544260504
1452,76345.06822511414
1453,95306.26667627951
1454,104787.2424907421
1455,79344.66602352081
1456,172478.06406114518
1457,127703.90782410331
1458,231651.18723963678
